year,week,outbreak_starting_date,reporting_date,state,district,status,cases,deaths,note,disease,is_respiratory,location_corrected
2024,7,2024-02-14,2024-02-14,uttar pradesh,ballia,reported in same week,5,0,,fever with rash,False,False
2024,7,2024-02-13,2024-02-14,uttar pradesh,ballia,reported in same week,5,0,,measles,False,False
2024,7,2024-02-18,2024-02-18,west bengal,purulia,reported in same week,6,0,,acute diarrheal disease,False,False
2024,6,2024-02-10,2024-02-10,bihar,madhubani,reported in same week,16,0,,measles,False,False
2024,6,2024-02-01,2024-02-05,bihar,purbi champaran,reported in same week,14,0,,fever with rash,False,False
2024,6,2023-12-22,,bihar,gaya,reported late,6,0,,measles,False,False
2024,6,2024-02-09,2024-02-09,chhattisgarh,gariyaband,reported in same week,41,0,,acute diarrheal disease,False,False
2024,6,2024-02-08,2024-02-08,chhattisgarh,bijapur,reported in same week,24,0,,dengue,False,False
2024,6,2024-02-04,2024-02-08,chhattisgarh,sukma,reported in same week,40,0,,measles,False,False
2024,6,2024-01-29,,chhattisgarh,surajpur,reported late,37,0,,mumps,False,False
2024,6,2024-02-07,2024-02-07,gujarat,valsad,reported in same week,73,0,,acute diarrheal disease,False,False
2024,6,2024-02-06,2024-02-06,jharkhand,dumka,reported in same week,13,0,,chickenpox,False,False
2024,6,2024-01-09,,jharkhand,west singhbhum,reported late,5,0,,measles,False,False
2024,6,2024-02-09,2024-02-09,karnataka,koppal,reported in same week,53,0,,chikungunya,False,False
2024,6,2024-02-08,2024-02-09,karnataka,tumakuru,reported in same week,60,0,,acute diarrheal disease,False,False
2024,6,2024-02-07,2024-02-07,karnataka,dakshina kannada,reported in same week,39,0,,shigellosis,False,False
2024,6,2024-02-09,2024-02-09,kerala,malappuram,reported in same week,10,0,,acute diarrheal disease,False,False
2024,6,2024-02-09,2024-02-09,kerala,palakkad,reported in same week,19,0,,mumps,False,False
2024,6,2024-02-08,2024-02-08,kerala,malappuram,reported in same week,47,0,,hepatitis a,False,False
2024,6,2024-02-05,2024-02-06,kerala,malappuram,reported in same week,11,0,,hepatitis a,False,False
2024,6,2024-02-05,2024-02-05,kerala,malappuram,reported in same week,7,0,,hepatitis a,False,False
2024,6,2024-02-04,2024-02-05,kerala,kasaragod,reported in same week,78,0,,food poisoning,False,False
2024,6,2024-02-03,2024-02-05,kerala,kozhikode,reported in same week,13,0,,hepatitis a,False,False
2024,6,2024-02-02,2024-02-05,kerala,thrissur,reported in same week,65,0,,food poisoning,False,False
2024,6,2024-02-08,2024-02-09,madhya pradesh,betul,reported in same week,13,0,,mumps,False,False
2024,6,2024-02-06,2024-02-06,madhya pradesh,guna,reported in same week,9,0,,measles,False,False
2024,6,2024-02-02,2024-02-06,madhya pradesh,alirajpur,reported in same week,38,0,,mumps,False,False
2024,6,2024-02-02,2024-02-06,madhya pradesh,alirajpur,reported in same week,15,0,,mumps,False,False
2024,6,2024-02-02,2024-02-06,madhya pradesh,alirajpur,reported in same week,25,0,,mumps,False,False
2024,6,2024-02-07,2024-02-09,maharashtra,parbhani,reported in same week,19,0,,food poisoning,False,False
2024,6,2024-02-07,2024-02-09,maharashtra,parbhani,reported in same week,629,0,,food poisoning,False,False
2024,6,2024-02-07,2024-02-09,maharashtra,parbhani,reported in same week,335,0,,food poisoning,False,False
2024,6,2024-02-07,2024-02-07,maharashtra,nanded,reported in same week,1000,0,,acute diarrheal disease,False,False
2024,6,2024-02-07,2024-02-07,maharashtra,osmanabad,reported in same week,9,0,,dengue,False,False
2024,6,2024-02-07,2024-02-07,maharashtra,osmanabad,reported in same week,27,0,,acute diarrheal disease,False,False
2024,6,2024-02-07,2024-02-09,odisha,rayagada,reported in same week,9,1,,food poisoning,False,False
2024,6,2024-02-04,2024-02-05,odisha,koraput,reported in same week,17,0,,food poisoning,False,False
2024,6,2024-02-08,2024-02-08,tamil nadu,thiruvallur,reported in same week,131,0,,acute diarrheal disease,False,False
2024,6,2024-02-06,2024-02-07,tamil nadu,thanjavur,reported in same week,22,0,,mumps,False,False
2024,6,2024-02-06,2024-02-07,tamil nadu,thanjavur,reported in same week,25,0,,chickenpox,False,False
2024,6,2024-02-05,2024-02-08,tamil nadu,madurai,reported in same week,14,0,,leptospirosis,False,False
2024,6,2024-02-10,2024-02-11,telangana,peddapalli,reported in same week,33,2,,acute diarrheal disease,False,False
2024,5,2024-01-22,,arunachal pradesh,leparada,reported late,19,0,,measles and rubella,False,False
2024,5,2024-01-31,2024-02-02,bihar,begusarai,reported in same week,11,0,,fever with rash,False,False
2024,5,2024-02-03,2024-02-03,gujarat,ahmedabad,reported in same week,129,0,,cholera,False,False
2024,5,2024-02-02,2024-02-02,gujarat,vadodara,reported in same week,86,0,,acute diarrheal disease,False,False
2024,5,2024-01-31,2024-01-31,gujarat,anand,reported in same week,19,0,,mumps,False,False
2024,5,2024-02-02,2024-02-03,jammu and kashmir,shopian,reported in same week,10,0,,hepatitis a,False,False
2024,5,2024-02-02,2024-02-02,jammu and kashmir,shopian,reported in same week,19,0,,hepatitis a,False,False
2024,5,2024-01-31,2024-02-01,jammu and kashmir,shopian,reported in same week,10,0,,hepatitis a,False,False
2024,5,2024-01-31,2024-01-31,jammu and kashmir,shopian,reported in same week,15,0,,hepatitis a,False,False
2024,5,2024-01-30,2024-01-31,jammu and kashmir,shopian,reported in same week,5,0,,hepatitis a,False,False
2024,5,2024-01-29,2024-01-30,jammu and kashmir,anantnag,reported in same week,87,0,,acute diarrheal disease,False,False
2024,5,2024-02-02,2024-02-02,jharkhand,east singhbhum,reported in same week,13,0,,chickenpox,False,False
2024,5,2024-02-01,2024-02-01,karnataka,chikkamagaluru,reported in same week,60,0,,kyasanur fandest disease,False,False
2024,5,2024-01-30,2024-02-01,karnataka,chamarajanagara,reported in same week,1,1,,diphtheria,False,False
2024,5,2024-01-30,2024-02-01,karnataka,chikkamagaluru,reported in same week,13,1,,kyasanur fandest disease,False,False
2024,5,2024-02-02,2024-02-03,kerala,palakkad,reported in same week,18,0,,dengue,False,False
2024,5,2024-02-02,2024-02-02,kerala,palakkad,reported in same week,5,0,,chickenpox,False,False
2024,5,2024-01-31,2024-01-31,kerala,palakkad,reported in same week,16,0,,mumps,False,False
2024,5,2024-01-31,2024-01-31,kerala,palakkad,reported in same week,6,0,,fever with rash,False,False
2024,5,2024-01-24,,kerala,thrissur,reported late,85,1,,fever with rash,False,False
2024,5,2024-02-04,2024-02-04,madhya pradesh,gwalior,reported in same week,7,0,,mumps,False,False
2024,5,2024-02-01,2024-02-02,madhya pradesh,dhar,reported in same week,39,0,,mumps,False,False
2024,5,2024-02-01,2024-02-01,madhya pradesh,alirajpur,reported in same week,27,0,,mumps,False,False
2024,5,2024-01-31,2024-01-31,madhya pradesh,guna,reported in same week,8,0,,chickenpox,False,False
2024,5,2024-01-31,2024-01-31,madhya pradesh,narsinghpur,reported in same week,7,0,,chickenpox,False,False
2024,5,2024-01-20,,madhya pradesh,jhabua,reported late,15,0,,fever with rash,False,False
2024,5,2024-01-01,,madhya pradesh,indore,reported late,5,0,,chickenpox,False,False
2024,5,2024-02-03,2024-02-03,maharashtra,kolhapur,reported in same week,101,0,,hepatitis a and e,False,False
2024,5,2024-01-31,2024-01-31,maharashtra,thane,reported in same week,110,0,,acute diarrheal disease,False,False
2024,5,2024-01-12,,manipur,thoubal,reported late,21,0,,measles,False,False
2024,5,2024-01-12,,manipur,thoubal,reported late,34,0,,fever with rash,False,False
2024,5,2024-01-23,,meghalaya,west garo hills,reported late,1,1,,human rabies,False,False
2024,5,2024-01-22,,meghalaya,east khasi hills,reported late,29,0,,fever with rash,False,False
2024,5,2024-02-02,2024-02-02,odisha,jharsuguda,reported in same week,42,0,,food poisoning,False,False
2024,5,2024-02-02,2024-02-02,odisha,koraput,reported in same week,18,0,,acute diarrheal disease,False,False
2024,5,2024-02-02,2024-02-02,odisha,mayurbhanj,reported in same week,12,0,,acute diarrheal disease,False,False
2024,5,2024-01-31,2024-01-31,odisha,bargarh,reported in same week,347,0,,food poisoning,False,False
2024,5,2024-01-30,2024-01-31,odisha,deogarh,reported in same week,42,0,,food poisoning,False,False
2024,5,2024-01-29,2024-01-29,odisha,deogarh,reported in same week,15,0,,chickenpox,False,False
2024,5,2024-01-28,2024-02-02,odisha,sundargarh,reported in same week,7,0,,acute diarrheal disease,False,False
2024,5,2024-02-01,2024-02-01,punjab,shahid bhagat singh nagar,reported in same week,13,0,,mumps,False,False
2024,5,2024-01-31,2024-01-31,tamil nadu,tiruppur,reported in same week,7,0,,fever,False,False
2024,5,2024-01-29,2024-01-30,tamil nadu,ariyalur,reported in same week,6,0,,food poisoning,False,False
2024,5,2024-01-30,2024-01-30,tripura,unakoti,reported in same week,8,0,,acute diarrheal disease,False,False
2024,5,2024-02-02,2024-02-04,uttar pradesh,farrukhabad,reported in same week,8,0,,measles,False,False
2024,5,2023-12-29,2024-01-29,uttar pradesh,jhansi,reported in same week,61,0,,measles,False,False
2024,5,2024-02-01,2024-02-01,west bengal,birbhum,reported in same week,122,0,,acute diarrheal disease,False,False
2024,5,2024-01-30,2024-01-30,west bengal,howrah,reported in same week,67,0,,acute diarrheal disease,False,False
2024,4,2024-01-25,2024-01-25,arunachal pradesh,east kameng,reported in same week,11,0,,measles,False,False
2024,4,2023-12-22,,assam,lakhimpur,reported late,4,0,,leptospirosis,False,False
2024,4,2024-01-23,2024-01-23,dadra and nagar haveli and daman and diu,daman,reported in same week,24,0,,food poisoning,False,False
2024,4,2024-01-23,2024-01-24,gujarat,gandhinagar,reported in same week,117,0,,acute diarrheal disease,False,False
2024,4,2024-01-22,2024-01-23,gujarat,valsad,reported in same week,73,0,,acute diarrheal disease,False,False
2024,4,2024-01-24,2024-01-25,jammu and kashmir,badgam,reported in same week,46,0,,jaundice,False,False
2024,4,2024-01-26,2024-01-27,jharkhand,khunti,reported in same week,3,0,,measles,False,False
2024,4,2024-01-25,2024-01-26,karnataka,raichur,reported in same week,9,0,,chikungunya,False,False
2024,4,2024-01-22,2024-01-24,karnataka,haveri,reported in same week,54,0,,acute diarrheal disease,False,False
2024,4,2024-01-28,2024-01-28,kerala,alappuzha,reported in same week,9,0,,mumps,False,False
2024,4,2024-01-25,2024-01-27,kerala,kannur,reported in same week,1,0,,melioidosis,False,False
2024,4,2024-01-24,2024-01-24,kerala,kozhikode,reported in same week,27,0,,hepatitis a,False,False
2024,4,2024-01-23,2024-01-28,kerala,ernakulam,reported in same week,123,0,,acute diarrheal disease,False,False
2024,4,2024-01-23,2024-01-23,kerala,palakkad,reported in same week,28,0,,chickenpox,False,False
2024,4,2024-01-22,2024-01-23,kerala,kannur,reported in same week,1,0,,melioidosis,False,False
2024,4,2024-01-15,,kerala,thrissur,reported late,23,0,,chickenpox,False,False
2024,4,2024-01-26,2024-01-27,madhya pradesh,rewa,reported in same week,64,0,,food poisoning,False,False
2024,4,2024-01-25,2024-01-25,maharashtra,buldhana,reported in same week,5,0,,mumps,False,False
2024,4,2024-01-24,2024-01-24,maharashtra,palghar,reported in same week,16,0,,dengue,False,False
2024,4,2024-01-17,,meghalaya,west jaintia hills,reported late,1,1,,human rabies,False,False
2024,4,2024-01-15,,meghalaya,west jaintia hills,reported late,24,0,,measles,False,False
2024,4,2024-01-08,,meghalaya,east khasi hills,reported late,66,1,,measles,False,False
2024,4,2024-01-27,2024-01-28,odisha,sundargarh,reported in same week,27,0,,food poisoning,False,False
2024,4,2024-01-25,2024-01-25,odisha,cuttack,reported in same week,34,0,,food poisoning,False,False
2024,4,2024-01-23,2024-01-23,odisha,ganjam,reported in same week,19,0,,acute diarrheal disease,False,False
2024,4,2024-01-25,2024-01-26,punjab,firozepur,reported in same week,4,0,,measles,False,False
2024,4,2024-01-24,2024-01-26,tamil nadu,thanjavur,reported in same week,17,0,,mumps,False,False
2024,4,2024-01-22,2024-01-22,tamil nadu,thiruvallur,reported in same week,14,0,,chickenpox,False,False
2024,4,2024-01-09,,uttar pradesh,bhadohi,reported late,6,0,,measles,False,False
2024,3,2024-01-13,2024-01-19,arunachal pradesh,east kameng,reported in same week,1,1,,human rabies,False,False
2024,3,2024-01-18,2024-01-18,gujarat,amreli,reported in same week,68,0,,acute diarrheal disease,False,False
2024,3,2024-01-16,2024-01-17,gujarat,morbi,reported in same week,22,0,,hepatitis a,False,False
2024,3,2024-01-17,2024-01-17,jharkhand,simdega,reported in same week,23,0,,chickenpox,False,False
2024,3,2024-01-18,2024-01-20,karnataka,shivamogga,reported in same week,297,0,,kyasanur fandest disease,False,False
2024,3,2024-01-18,2024-01-20,karnataka,shivamogga,reported in same week,53,0,,kyasanur fandest disease,False,False
2024,3,2024-01-18,2024-01-19,karnataka,uttar kannad,reported in same week,310,0,,kyasanur fandest disease,False,False
2024,3,2024-01-14,2024-01-17,karnataka,chitradurga,reported in same week,5,0,,acute diarrheal disease,False,False
2024,3,2024-01-18,2024-01-18,kerala,kasaragod,reported in same week,141,0,,food poisoning,False,False
2024,3,2024-01-12,2024-01-19,kerala,kottayam,reported in same week,39,0,,dengue,False,False
2024,3,2024-01-12,2024-01-16,kerala,kottayam,reported in same week,6,0,,hepatitis a,False,False
2024,3,2024-01-09,,kerala,wayanad,reported late,18,0,,acute diarrheal disease,False,False
2024,3,2024-01-20,2024-01-20,madhya pradesh,gwalior,reported in same week,31,0,,mumps,False,False
2024,3,2024-01-20,2024-01-20,madhya pradesh,sheopur,reported in same week,23,0,,fever with rash,False,False
2024,3,2024-01-18,2024-01-19,madhya pradesh,burhanpur,reported in same week,33,0,,mumps,False,False
2024,3,2024-01-13,2024-01-15,madhya pradesh,shivpuri,reported in same week,18,2,,measles,False,False
2024,3,2024-01-12,2024-01-17,madhya pradesh,bhopal,reported in same week,18,0,,mumps,False,False
2024,3,2024-01-10,,madhya pradesh,guna,reported late,12,0,,measles,False,False
2024,3,2024-01-08,,madhya pradesh,guna,reported late,12,0,,measles,False,False
2024,3,2024-01-12,2024-01-16,maharashtra,thane,reported in same week,5,1,,dengue,False,False
2024,3,2024-01-09,,maharashtra,bhandara,reported late,29,0,,acute diarrheal disease,False,False
2024,3,2023-12-29,,maharashtra,thane,reported late,13,0,,dengue,False,False
2024,3,2024-01-20,2024-01-20,odisha,koraput,reported in same week,30,0,,acute diarrheal disease,False,False
2024,3,2024-01-19,2024-01-20,odisha,boudh,reported in same week,42,0,,acute diarrheal disease,False,False
2024,3,2024-01-16,2024-01-18,odisha,ganjam,reported in same week,18,0,,fever with rash,False,False
2024,3,2024-01-16,2024-01-16,odisha,balangir,reported in same week,39,0,,acute diarrheal disease,False,False
2024,3,2024-01-16,2024-01-16,odisha,puri,reported in same week,16,0,,acute diarrheal disease,False,False
2024,3,2024-01-14,2024-01-15,odisha,cuttack,reported in same week,7,0,,acute diarrheal disease,False,False
2024,3,2024-01-19,2024-01-19,puducherry,pondicherry,reported in same week,18,0,,chikungunya,False,False
2024,3,2024-01-19,2024-01-19,tamil nadu,perambalur,reported in same week,9,0,,mumps,False,False
2024,3,2024-01-01,2024-01-19,uttar pradesh,chandauli,reported in same week,43,0,,measles,False,False
2024,2,2024-01-12,2024-01-13,assam,hojai,reported in same week,1,1,,human rabies,False,False
2024,2,2024-01-11,2024-01-12,assam,sonitpur,reported in same week,4,0,,mumps,False,False
2024,2,2024-01-06,2024-01-11,bihar,pashchim champaran,reported in same week,17,0,,measles,False,False
2024,2,2024-01-05,2024-01-10,bihar,pashchim champaran,reported in same week,32,0,,measles,False,False
2024,2,2024-01-05,2024-01-08,chhattisgarh,raigarh,reported in same week,9,0,,acute diarrheal disease,False,False
2024,2,2024-01-11,2024-01-11,gujarat,surendranagar,reported in same week,52,0,,chikungunya,False,False
2024,2,2024-01-12,2024-01-12,jharkhand,east singhbhum,reported in same week,10,0,,chickenpox,False,False
2024,2,2024-01-11,2024-01-12,karnataka,belagavi,reported in same week,92,0,,food poisoning,False,False
2024,2,2024-01-09,2024-01-09,karnataka,vijayanagar,reported in same week,34,0,,acute diarrheal disease,False,False
2024,2,2024-01-05,2024-01-08,karnataka,chamarajanagara,reported in same week,19,0,,acute diarrheal disease,False,False
2024,2,2024-01-12,2024-01-12,kerala,alappuzha,reported in same week,18,0,,mumps,False,False
2024,2,2024-01-12,2024-01-12,kerala,palakkad,reported in same week,41,0,,food poisoning,False,False
2024,2,2024-01-11,2024-01-12,kerala,palakkad,reported in same week,9,0,,hepatitis a,False,False
2024,2,2024-01-09,2024-01-10,kerala,kannur,reported in same week,83,0,,food poisoning,False,False
2024,2,2024-01-08,2024-01-10,kerala,kasaragod,reported in same week,43,0,,acute diarrheal disease,False,False
2024,2,2024-01-08,2024-01-09,kerala,thiruvananthapuram,reported in same week,16,0,,food poisoning,False,False
2024,2,2024-01-11,2024-01-12,madhya pradesh,dhar,reported in same week,13,0,,animal bite - dog bite,False,False
2024,2,2024-01-06,2024-01-12,madhya pradesh,guna,reported in same week,12,0,,measles,False,False
2024,2,2024-01-12,2024-01-12,maharashtra,kolhapur,reported in same week,42,0,,hepatitis a,False,False
2024,2,2024-01-08,2024-01-08,odisha,deogarh,reported in same week,250,0,,food poisoning,False,False
2024,2,2024-01-12,2024-01-13,tamil nadu,thanjavur,reported in same week,41,0,,cholera,False,False
2024,2,2024-01-12,2024-01-12,tamil nadu,virudhunagar,reported in same week,15,0,,mumps,False,False
2024,2,2024-01-08,2024-01-10,uttar pradesh,jalaun,reported in same week,5,0,,measles,False,False
2024,2,2024-01-06,2024-01-09,west bengal,purba bardhaman,reported in same week,164,0,,food poisoning,False,False
2024,2,2024-01-03,,west bengal,purba bardhaman,reported late,72,0,,food poisoning,False,False
2024,1,2023-12-30,2024-01-03,andhra pradesh,nandamuri taraka rama rao (ntr),reported in same week,30,0,,acute diarrheal disease,False,False
2024,1,2024-01-02,2024-01-02,assam,charaideo,reported in same week,1,1,,leptospirosis,False,False
2024,1,2023-12-30,2024-01-02,assam,darrang,reported in same week,6,0,,chickenpox,False,False
2024,1,2024-01-06,2024-01-06,bihar,jehanabad,reported in same week,8,0,,chickenpox,False,False
2024,1,2023-12-01,2024-01-01,gujarat,ahmedabad,reported in same week,16,0,,acute diarrheal disease,False,False
2024,1,2024-01-06,2024-01-06,karnataka,shivamogga,reported in same week,81,1,,kyasanur fandest disease,False,False
2024,1,2024-01-06,2024-01-06,karnataka,vijayanagar,reported in same week,97,1,,cholera,False,False
2024,1,2024-01-03,2024-01-03,kerala,palakkad,reported in same week,9,0,,animal bite - dog bite,False,False
2024,1,2023-12-28,2024-01-04,kerala,thrissur,reported in same week,28,0,,chickenpox,False,False
2024,1,2023-12-28,2024-01-04,kerala,thrissur,reported in same week,2,0,,monkey pox,False,False
2024,1,2024-01-04,2024-01-04,madhya pradesh,narsinghpur,reported in same week,8,0,,fever with rash,False,False
2024,1,2024-01-03,2024-01-04,madhya pradesh,chhatarpur,reported in same week,6,0,,chickenpox,False,False
2024,1,2023-12-23,2024-01-02,madhya pradesh,barwani,reported in same week,9,0,,chickenpox,False,False
2024,1,2023-12-05,2024-01-05,madhya pradesh,chhindwara,reported in same week,15,0,,chickenpox,False,False
2024,1,2024-01-07,2024-01-07,maharashtra,palghar,reported in same week,9,0,,dengue and chikungunya,False,False
2024,1,2024-01-05,2024-01-05,maharashtra,kolhapur,reported in same week,9,0,,hepatitis a,False,False
2024,1,2024-01-04,2024-01-04,maharashtra,gadchiroli,reported in same week,191,1,,malaria,False,False
2024,1,2024-01-03,2024-01-03,maharashtra,kolhapur,reported in same week,106,0,,food poisoning,False,False
2024,1,2024-01-02,2024-01-04,maharashtra,nagpur,reported in same week,9,1,,scrub typhus,False,False
2024,1,2023-12-29,2024-01-01,maharashtra,gondia,reported in same week,28,0,,malaria,False,False
2024,1,2023-12-27,2024-01-01,maharashtra,gadchiroli,reported in same week,385,1,,malaria,False,False
2024,1,2024-01-04,2024-01-04,odisha,cuttack,reported in same week,22,0,,acute diarrheal disease,False,False
2024,1,2024-01-01,2024-01-01,odisha,sundargarh,reported in same week,25,0,,food poisoning,False,False
2024,1,2024-01-03,2024-01-04,tamil nadu,tiruvannamalai,reported in same week,2,0,,cholera,False,False
2024,1,2024-01-03,2024-01-03,tamil nadu,thiruvallur,reported in same week,11,0,,acute diarrheal disease,False,False
2024,1,2024-01-01,2024-01-03,uttarakhand,haridwar,reported in same week,51,0,,mumps,False,False
2023,52,2023-12-30,2023-12-30,assam,udalguri,reported in same week,10,0,,acute diarrheal disease,False,False
2023,52,2023-12-25,2023-12-30,assam,barpeta,reported in same week,1,1,,scrub typhus,False,False
2023,52,2023-12-27,2023-12-27,bihar,jehanabad,reported in same week,13,0,,food poisoning,False,False
2023,52,2023-12-10,,bihar,pashchim champaran,reported late,18,0,,measles,False,False
2023,52,2023-12-04,,bihar,pashchim champaran,reported late,7,0,,measles,False,False
2023,52,2023-12-27,2023-12-28,chhattisgarh,baloda bazar,reported in same week,23,0,,acute diarrheal disease,False,False
2023,52,2023-12-30,2023-12-30,gujarat,gandhinagar,reported in same week,4,0,,cholera,False,False
2023,52,2023-12-27,2023-12-28,gujarat,bharuch,reported in same week,35,0,,acute diarrheal disease,False,False
2023,52,2023-12-27,2023-12-28,karnataka,chitradurga,reported in same week,37,0,,food poisoning,False,False
2023,52,2023-12-25,2023-12-25,karnataka,bengaluru rural,reported in same week,318,1,,cholera,False,False
2023,52,2023-11-27,2023-12-27,karnataka,bagalkote,reported in same week,19,0,,mumps,False,False
2023,52,2023-12-27,2023-12-27,madhya pradesh,khargone,reported in same week,34,0,,acute diarrheal disease,False,False
2023,52,2023-12-29,2023-12-30,odisha,sundargarh,reported in same week,25,0,,acute diarrheal disease,False,False
2023,52,2023-12-27,2023-12-27,odisha,cuttack,reported in same week,16,0,,acute diarrheal disease,False,False
2023,52,2023-12-25,2023-12-26,odisha,kandhamal,reported in same week,126,0,,acute diarrheal disease,False,False
2023,52,2023-12-23,2023-12-26,tamil nadu,tiruvannamalai,reported in same week,45,0,,cholera,False,False
2023,52,2023-12-21,,uttar pradesh,rae bareli,reported late,87,0,,acute diarrheal disease,False,False
2023,52,2023-12-29,2023-12-29,west bengal,cooch behar,reported in same week,60,0,,acute diarrheal disease,False,False
2023,52,2023-12-18,,west bengal,purba bardhaman,reported late,16,0,,food poisoning,False,False
2023,51,2023-12-22,2023-12-23,assam,bajali,reported in same week,1,1,,scrub typhus,False,False
2023,51,2023-12-20,2023-12-20,assam,lakhimpur,reported in same week,7,0,,fever with rash,False,False
2023,51,2023-12-16,2023-12-18,assam,darrang,reported in same week,1,1,,human rabies,False,False
2023,51,2023-12-18,2023-12-18,chhattisgarh,durg,reported in same week,121,0,,acute diarrheal disease,False,False
2023,51,2023-12-17,2023-12-19,chhattisgarh,balod,reported in same week,20,0,,chickenpox,False,False
2023,51,2023-12-15,2023-12-22,chhattisgarh,bijapur,reported in same week,21,0,,mumps,False,False
2023,51,2023-12-22,2023-12-22,gujarat,surendranagar,reported in same week,35,0,,food poisoning,False,False
2023,51,2023-12-21,2023-12-22,gujarat,sabar kantha,reported in same week,1,1,,crimean congo haemandrhagic fever (cchf),False,False
2023,51,2023-12-18,2023-12-19,jammu and kashmir,udhampur,reported in same week,15,0,,mumps,False,False
2023,51,2023-12-19,2023-12-20,karnataka,vijayapura,reported in same week,1,1,,human rabies,False,False
2023,51,2023-12-19,2023-12-19,karnataka,bengaluru rural,reported in same week,12,0,,mumps,False,False
2023,51,2023-12-19,2023-12-19,karnataka,gadag,reported in same week,43,0,,mumps,False,False
2023,51,2023-12-21,2023-12-22,kerala,kannur,reported in same week,35,0,,food poisoning,False,False
2023,51,2023-12-20,2023-12-23,kerala,pathanamthitta,reported in same week,6,0,,hepatitis a,False,False
2023,51,2023-12-20,2023-12-20,kerala,wayanad,reported in same week,18,0,,chickenpox,False,False
2023,51,2023-12-18,2023-12-18,kerala,kozhikode,reported in same week,16,0,,hepatitis a,False,False
2023,51,2023-12-18,2023-12-18,kerala,palakkad,reported in same week,18,0,,jaundice,False,False
2023,51,2023-12-22,2023-12-22,madhya pradesh,hoshangabad,reported in same week,3,1,,leptospirosis,False,False
2023,51,2023-12-22,2023-12-22,madhya pradesh,hoshangabad,reported in same week,6,0,,scrub typhus,False,False
2023,51,2023-12-19,2023-12-20,madhya pradesh,datia,reported in same week,7,0,,chickenpox,False,False
2023,51,2023-12-19,2023-12-19,madhya pradesh,east nimar,reported in same week,23,0,,fever,False,False
2023,51,2023-12-17,2023-12-18,madhya pradesh,datia,reported in same week,5,0,,chickenpox,False,False
2023,51,2023-12-16,2023-12-19,madhya pradesh,narsinghpur,reported in same week,9,0,,chickenpox,False,False
2023,51,2023-12-23,2023-12-23,maharashtra,jalgaon,reported in same week,62,0,,acute diarrheal disease,False,False
2023,51,2023-12-20,2023-12-20,maharashtra,gadchiroli,reported in same week,132,0,,food poisoning,False,False
2023,51,2023-12-18,2023-12-20,maharashtra,raigad,reported in same week,1,1,,dengue,False,False
2023,51,2023-12-16,2023-12-18,maharashtra,sangli,reported in same week,9,0,,mumps,False,False
2023,51,2023-12-09,,maharashtra,satara,reported late,5,0,,chikungunya,False,False
2023,51,2023-11-23,2023-12-20,maharashtra,nashik,reported in same week,8,0,,chikungunya,False,False
2023,51,2023-12-24,2023-12-24,odisha,mayurbhanj,reported in same week,78,0,,acute diarrheal disease,False,False
2023,51,2023-12-21,2023-12-22,tamil nadu,tiruchirappalli,reported in same week,20,0,,acute diarrheal disease,False,False
2023,51,2023-12-20,2023-12-21,tamil nadu,thanjavur,reported in same week,6,0,,mumps,False,False
2023,51,2023-12-20,2023-12-21,tripura,gomati,reported in same week,31,0,,acute gastroenteritis,False,False
2023,51,2023-12-21,2023-12-23,uttar pradesh,pratapgarh,reported in same week,10,0,,mumps,False,False
2023,51,2023-12-19,2023-12-21,uttar pradesh,lalitpur,reported in same week,11,0,,measles,False,False
2023,51,2023-12-14,,uttar pradesh,banda,reported late,22,0,,chickenpox,False,False
2023,51,2023-12-13,,uttar pradesh,banda,reported late,29,0,,mumps,False,False
2023,51,2023-12-07,,uttar pradesh,baghpat,reported late,21,0,,food poisoning,False,False
2023,51,2023-12-07,,uttar pradesh,saharanpur,reported late,144,0,,fever,False,False
2023,51,2023-12-06,,uttar pradesh,kushinagar,reported late,24,0,,food poisoning,False,False
2023,51,2023-12-19,2023-12-19,uttarakhand,pauri garhwal,reported in same week,27,0,,fever,False,False
2023,50,2023-12-16,2023-12-17,assam,barpeta,reported in same week,1,1,,human rabies,False,False
2023,50,2023-12-16,2023-12-16,assam,udalguri,reported in same week,11,0,,chickenpox,False,False
2023,50,2023-12-13,2023-12-17,assam,kamrup,reported in same week,122,0,,acute diarrheal disease,False,False
2023,50,2023-09-12,2023-12-16,bihar,supaul,reported in same week,5,0,,measles,False,False
2023,50,2023-06-12,2023-11-12,bihar,patna,reported in same week,28,0,,mumps,False,False
2023,50,2023-04-12,,bihar,supaul,reported late,5,0,,measles,False,False
2023,50,2023-10-12,2023-12-12,chhattisgarh,kabirdham,reported in same week,10,0,,acute diarrheal disease,False,False
2023,50,2023-12-14,2023-12-14,gujarat,rajkot,reported in same week,18,0,,acute diarrheal disease,False,False
2023,50,2023-11-12,2023-11-12,gujarat,junagadh,reported in same week,35,0,,acute diarrheal disease,False,False
2023,50,2023-12-14,2023-12-15,jharkhand,east singhbhum,reported in same week,2,0,,measles,False,False
2023,50,2023-12-15,2023-12-15,karnataka,shivamogga,reported in same week,1,0,,kyasanur fandest disease,False,False
2023,50,2023-12-14,2023-12-16,karnataka,belagavi,reported in same week,22,0,,animal bite - dog bite,False,False
2023,50,2023-11-16,,karnataka,bagalkote,reported late,14,0,,mumps,False,False
2023,50,2023-10-12,2023-11-12,karnataka,raichur,reported in same week,26,0,,acute diarrheal disease,False,False
